College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL,OC,BC,BCM,MBC,SC,SCA,ST
3021,AU UNIV,Non Autonomous,Co.Ed,THANJAVUR,University College of Engineering  Pattukkottai  ECR Road  Rajamadam  Pattukkottai Taluk  Thanjavur District 614701,ME,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
3021,AU UNIV,Non Autonomous,Co.Ed,THANJAVUR,University College of Engineering  Pattukkottai  ECR Road  Rajamadam  Pattukkottai Taluk  Thanjavur District 614701,XC,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
3021,AU UNIV,Non Autonomous,Co.Ed,THANJAVUR,University College of Engineering  Pattukkottai  ECR Road  Rajamadam  Pattukkottai Taluk  Thanjavur District 614701,XM,30,9.3,7.95,1.05,6,4.5,0.9,0.3
3021 Total,,,,,,,353,109.43,93.545,12.355,70.6,52.95,10.59,3.53
4020,AU UNIV,Non Autonomous,Co.Ed,TIRUNELVELI,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,CS,58,17.98,15.37,2.03,11.6,8.7,1.74,0.58
4020,AU UNIV,Non Autonomous,Co.Ed,TIRUNELVELI,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,EC,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
4020,AU UNIV,Non Autonomous,Co.Ed,TIRUNELVELI,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,GI,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
4020,AU UNIV,Non Autonomous,Co.Ed,TIRUNELVELI,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,ME,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
4020 Total,,,,,,,235,72.85,62.275,8.225,47,35.25,7.05,2.35
4023,AU UNIV,Non Autonomous,Co.Ed,KANYAKUMARI,University College of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,CE,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
4023,AU UNIV,Non Autonomous,Co.Ed,KANYAKUMARI,University College of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,CS,117,36.27,31.005,4.095,23.4,17.55,3.51,1.17
4023,AU UNIV,Non Autonomous,Co.Ed,KANYAKUMARI,University College of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,EC,58,17.98,15.37,2.03,11.6,8.7,1.74,0.58
4023,AU UNIV,Non Autonomous,Co.Ed,KANYAKUMARI,University College of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,EE,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
4023,AU UNIV,Non Autonomous,Co.Ed,KANYAKUMARI,University College of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,IT,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
4023,AU UNIV,Non Autonomous,Co.Ed,KANYAKUMARI,University College of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,ME,59,18.29,15.635,2.065,11.8,8.85,1.77,0.59
4023,AU UNIV,Non Autonomous,Co.Ed,KANYAKUMARI,University College of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,XC,30,9.3,7.95,1.05,6,4.5,0.9,0.3
4023,AU UNIV,Non Autonomous,Co.Ed,KANYAKUMARI,University College of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,XM,29,8.99,7.685,1.015,5.8,4.35,0.87,0.29
