College Code,Category,Autonomous Status,Co.Ed Status,District,College Name,COURSE,TOTAL,Processed
4974,GOVT,Non Autonomous,Co.Ed,TIRUNELVELI,Government College of Engineering  Tirunelveli District 627007,ME,118,49744974
4974 Total,,,,,,,412,4974 Total4974 Total
5009,GOVT,Non Autonomous,Co.Ed,THENI,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,CE,59,50095009
5009,GOVT,Non Autonomous,Co.Ed,THENI,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,CS,59,50095009
5009,GOVT,Non Autonomous,Co.Ed,THENI,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,EC,59,50095009
5009,GOVT,Non Autonomous,Co.Ed,THENI,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,EE,58,50095009
5009,GOVT,Non Autonomous,Co.Ed,THENI,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,ME,59,50095009
5009 Total,,,,,,,294,5009 Total5009 Total
5901,GOVT,Autonomous,Co.Ed,SIVAGANGAI,Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004,CE,58,59015901
5901,GOVT,Autonomous,Co.Ed,SIVAGANGAI,Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004,CS,59,59015901
5901,GOVT,Autonomous,Co.Ed,SIVAGANGAI,Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004,EC,59,59015901
5901,GOVT,Autonomous,Co.Ed,SIVAGANGAI,Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004,EE,118,59015901
5901,GOVT,Autonomous,Co.Ed,SIVAGANGAI,Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004,ME,118,59015901
5901 Total,,,,,,,412,5901 Total5901 Total
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,CE,29,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,EC,59,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,EE,59,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,ME,59,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,MT,30,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,PR,29,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,TX,29,20062006
2006 Total,,,,,,,294,2006 Total2006 Total
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,CE,44,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,CH,39,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,CS,59,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,EC,59,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,EE,63,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,ME,64,20072007
2007 Total,,,,,,,328,2007 Total2007 Total
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,CE,39,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,CS,49,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,EC,49,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,EE,49,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,ME,49,50085008
5008 Total,,,,,,,235,5008 Total5008 Total
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,AS,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,BS,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,BY,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,CG,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,CM,95,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,CN,21,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,EM,53,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,ES,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,FY,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,IM,95,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,IY,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,MF,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,MS,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,MY,21,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,PN,21,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,PS,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,RA,41,20062006
2006,GA,Autonomous,Co.Ed,COIMBATORE,PSG College of Technology (Autonomous)  Peelamedu  Coimbatore District 641004,TT,21,20062006
2006 Total,,,,,,,778,2006 Total2006 Total
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,AT,41,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,CL,14,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,CM,41,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,CN,10,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,EM,41,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,EY,38,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,IM,41,20072007
2007,GA,Autonomous,Co.Ed,COIMBATORE,Coimbatore Institute of Technology (Autonomous)  Civil Aerodrome Post  Coimbatore District 641014,MF,39,20072007
2007 Total,,,,,,,265,2007 Total2007 Total
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,CM,89,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,CN,55,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,CW,47,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,EM,89,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,EY,48,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,IM,124,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,MF,48,50085008
5008,GA,Autonomous,Co.Ed,MADURAI,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,MG,41,50085008
5008 Total,,,,,,,541,5008 Total5008 Total
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,BY,57,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CE,58,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CM,115,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CS,58,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EC,58,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EE,58,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EM,57,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,GI,58,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,IE,57,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,IM,116,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MA,28,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,ME,116,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MI,28,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MN,58,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,PT,58,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,XC,29,11
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,XM,29,11
1 Total,,,,,,,1038,1 Total1 Total
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,AP,29,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CH,57,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CL,58,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CR,59,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,FS,38,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IB,29,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IS,20,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,LE,58,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PM,58,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PP,59,22
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,TX,58,22
2 Total,,,,,,,523,2 Total2 Total
3,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,School of Architecture and Planning  Anna University Chennai 600025,BP,39,33
3 Total,,,,,,,39,3 Total3 Total
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AE,58,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AT,58,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AU,58,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CM,58,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CS,58,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EC,57,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EI,58,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EM,57,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,IM,116,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,PR,58,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RA,28,44
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RP,59,44
4 Total,,,,,,,723,4 Total4 Total
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,CS,59,10131013
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,EC,59,10131013
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,IT,59,10131013
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,ME,59,10131013
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,XM,29,10131013
1013 Total,,,,,,,265,1013 Total1013 Total
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CE,59,10141014
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CS,59,10141014
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,EC,59,10141014
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,IT,59,10141014
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,XC,29,10141014
1014 Total,,,,,,,265,1014 Total1014 Total
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,CS,58,10151015
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EC,59,10151015
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EE,59,10151015
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,ME,59,10151015
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,XM,29,10151015
1015 Total,,,,,,,264,1015 Total1015 Total
1026,AU UNIV,Non Autonomous,Co.Ed,KANCHEEPURAM,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,CS,59,10261026
1026,AU UNIV,Non Autonomous,Co.Ed,KANCHEEPURAM,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EC,59,10261026
1026,AU UNIV,Non Autonomous,Co.Ed,KANCHEEPURAM,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EE,59,10261026
1026,AU UNIV,Non Autonomous,Co.Ed,KANCHEEPURAM,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,ME,58,10261026
1026 Total,,,,,,,235,1026 Total1026 Total
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,AD,59,20252025
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,CS,59,20252025
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,EC,58,20252025
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,EE,59,20252025
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,ME,59,20252025
2025 Total,,,,,,,294,2025 Total2025 Total
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,AU,58,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,BT,59,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,CE,117,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,CS,118,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,EC,118,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,EE,118,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,IT,117,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,ME,117,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,PC,59,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,PH,59,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,XC,59,30113011
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,XM,59,30113011
3011 Total,,,,,,,1058,3011 Total3011 Total
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,CE,59,30163016
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,CS,59,30163016
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,EC,58,30163016
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,EE,59,30163016
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,ME,59,30163016
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,XC,30,30163016
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,XM,29,30163016
3016 Total,,,,,,,353,3016 Total3016 Total
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,CE,59,30183018
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,CS,59,30183018
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,EC,59,30183018
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,EE,59,30183018
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,ME,59,30183018
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,XC,29,30183018
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,XM,29,30183018
3018 Total,,,,,,,353,3018 Total3018 Total
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,CE,59,30193019
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,CS,59,30193019
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,EC,59,30193019
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,EE,59,30193019
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,ME,58,30193019
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,XC,29,30193019
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,XM,30,30193019
3019 Total,,,,,,,353,3019 Total3019 Total
