college code,category,autonomous status,co.ed status,district,college name,course,total,oc,bc,bcm,mbc,sc,sca,st,general,7.5% reservation
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,CS,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EC,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EE,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,EM,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,GI,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,IE,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,IM,116.0,35.96,30.74,4.06,23.2,17.4,3.48,1.16,107.30000000000001,8.7
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MA,28.0,8.68,7.42,0.98,5.6,4.2,0.84,0.28,25.900000000000002,2.1
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,ME,116.0,35.96,30.74,4.06,23.2,17.4,3.48,1.16,107.30000000000001,8.7
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MI,28.0,8.68,7.42,0.98,5.6,4.2,0.84,0.28,25.900000000000002,2.1
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,MN,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,PT,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,XC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - CEG Campus  Sardar Patel Road  Guindy  Chennai 600 025,XM,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1 Total,,,,,,,1038.0,321.78,275.07,36.33,207.6,155.7,31.14,10.38,960.1500000000001,77.85
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,AP,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CH,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CL,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,CR,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,FS,38.0,11.78,10.07,1.33,7.6,5.7,1.14,0.38,35.15,2.85
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IB,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,IS,20.0,6.2,5.3,0.7,4.0,3.0,0.6,0.2,18.5,1.5
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,LE,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PM,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,PP,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,University Departments of Anna University  Chennai - ACT Campus  Sardar Patel Road  Guindy  Chennai 600 025,TX,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
2 Total,,,,,,,523.0,162.13,138.595,18.305,104.6,78.45,15.69,5.23,483.77500000000003,39.225
3,AU DEPT,Non Autonomous,Co.Ed,CHENNAI,School of Architecture and Planning  Anna University Chennai 600025,BP,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
3 Total,,,,,,,39.0,12.09,10.335,1.365,7.8,5.85,1.17,0.39,36.075,2.925
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AE,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AT,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,AU,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CM,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,CS,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EC,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EI,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,EM,57.0,17.67,15.105,1.995,11.4,8.55,1.71,0.57,52.725,4.2749999999999995
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,IM,116.0,35.96,30.74,4.06,23.2,17.4,3.48,1.16,107.30000000000001,8.7
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,PR,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RA,28.0,8.68,7.42,0.98,5.6,4.2,0.84,0.28,25.900000000000002,2.1
4,AU DEPT,Non Autonomous,Co.Ed,CHENGALPET,University Departments of Anna University  Chennai - MIT Campus  Chrompet  Tambaram Taluk  Chengalpattu District 600 044,RP,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
4 Total,,,,,,,723.0,224.13,191.595,25.305,144.6,108.45,21.69,7.23,668.775,54.225
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,EC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,IT,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,ME,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1013,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Villupuram  Kakuppam  Villupuram District 605103,XM,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1013 Total,,,,,,,265.0,82.15,70.225,9.275,53.0,39.75,7.95,2.65,245.125,19.875
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,EC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,IT,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1014,AU UNIV,Non Autonomous,Co.Ed,VILUPPURAM,University College of Engineering  Tindivanam  Melpakkam  Tindivanam  Villupuram District 604001,XC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1014 Total,,,,,,,265.0,82.15,70.225,9.275,53.0,39.75,7.95,2.65,245.125,19.875
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,CS,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,ME,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1015,AU UNIV,Non Autonomous,Co.Ed,THIRUVANNAMALAI,University College of Engineering  Arni  Arni to Devikapuram Road  Thatchur  Arni  Thiruvannamalai District 632326,XM,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
1015 Total,,,,,,,264.0,81.84,69.96,9.24,52.8,39.6,7.92,2.64,244.20000000000002,19.8
1026,AU UNIV,Non Autonomous,Co.Ed,KANCHEEPURAM,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1026,AU UNIV,Non Autonomous,Co.Ed,KANCHEEPURAM,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1026,AU UNIV,Non Autonomous,Co.Ed,KANCHEEPURAM,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
1026,AU UNIV,Non Autonomous,Co.Ed,KANCHEEPURAM,University College of Engineering  Kancheepuram  Ponnerikarai Campus  NH4  Chennai-Bangalore Highway  Karaipettai Village & Post  Kancheepuram District 631552,ME,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
1026 Total,,,,,,,235.0,72.85,62.275,8.225,47.0,35.25,7.05,2.35,217.375,17.625
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,AD,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,EC,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2025,AU UNIV,Non Autonomous,Co.Ed,COIMBATORE,Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046,ME,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
2025 Total,,,,,,,294.0,91.14,77.91,10.29,58.8,44.1,8.82,2.94,271.95,22.05
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,AU,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,BT,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,CE,117.0,36.27,31.005,4.095,23.4,17.55,3.51,1.17,108.22500000000001,8.775
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,CS,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,EC,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,EE,118.0,36.58,31.27,4.13,23.6,17.7,3.54,1.18,109.15,8.85
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,IT,117.0,36.27,31.005,4.095,23.4,17.55,3.51,1.17,108.22500000000001,8.775
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,ME,117.0,36.27,31.005,4.095,23.4,17.55,3.51,1.17,108.22500000000001,8.775
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,PC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,PH,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,XC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3011,AU UNIV,Non Autonomous,Co.Ed,TRICHIRAPPALLI,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,XM,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3011 Total,,,,,,,1058.0,327.98,280.37,37.03,211.6,158.7,31.74,10.58,978.6500000000001,79.35
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,CE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,EC,58.0,17.98,15.37,2.03,11.6,8.7,1.74,0.58,53.650000000000006,4.35
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,ME,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,XC,30.0,9.3,7.95,1.05,6.0,4.5,0.9,0.3,27.75,2.25
3016,AU UNIV,Non Autonomous,Co.Ed,ARIYALUR,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,XM,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3016 Total,,,,,,,353.0,109.43,93.545,12.355,70.6,52.95,10.59,3.53,326.52500000000003,26.474999999999998
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,CE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,EC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,EE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,ME,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,XC,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3018,AU UNIV,Non Autonomous,Co.Ed,NAGAPATTINAM,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,XM,29.0,8.99,7.685,1.015,5.8,4.35,0.87,0.29,26.825000000000003,2.175
3018 Total,,,,,,,353.0,109.43,93.545,12.355,70.6,52.95,10.59,3.53,326.52500000000003,26.474999999999998
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,CE,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,CS,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
3019,AU UNIV,Non Autonomous,Co.Ed,CUDDALORE,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,EC,59.0,18.29,15.635,2.065,11.8,8.85,1.77,0.59,54.575,4.425
